Brand,Label,Category,Price,Ingredients,Skin_Type,Benefits,Reviews
La Roche-Posay,Cicaplast Baume B5,Treatment,78.3530809596295,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,78.76759395848914,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Oil-Free Moisturizer,Moisturizer,48.24139911354388,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Inkey List,Salicylic Acid Cleanser,Cleanser,46.376665654054136,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Lightweight and great for daily use. - Ananya, Chandigarh"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,83.5515311011465,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,98.299128555805,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
Glossier,Solution,Exfoliant,77.04586366416765,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Biotique,Superfood Antioxidant Cleanser,Cleanser,41.4072142681518,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,83.18671865170862,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Feels sticky after applying, but hydrates well. - Arjun, Goa"
CeraVe,Hydrating Cleanser,Cleanser,81.64415998042271,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Effaclar Duo,Treatment,99.11784122997874,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,93.34930900463578,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Hydro Boost Gel Cream,Moisturizer,22.369191899636416,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Moisturizing Cream,Moisturizer,94.05082731747814,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Affordable and effective! Would recommend. - Kunal, Jaipur"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,51.70604457975482,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
La Roche-Posay,Cicaplast Baume B5,Treatment,61.57444246169922,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,59.50432575697501,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Neutrogena,Oil-Free Moisturizer,Moisturizer,7.515004453170626,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,69.17043043460038,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Good Genes Lactic Acid Treatment,Treatment,44.14454699249028,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Lightweight and great for daily use. - Ananya, Chandigarh"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,63.9362271735923,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Affordable and effective! Would recommend. - Kunal, Jaipur"
Glossier,Solution,Exfoliant,54.95224542226568,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,99.79038183720428,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,11.666163483296984,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Absorbs well but didn't see significant results. - Priya, Bangalore"
CeraVe,Hydrating Cleanser,Cleanser,70.0358570188104,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Forest Essentials,Effaclar Duo,Treatment,31.680290433565315,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Absorbs well but didn't see significant results. - Priya, Bangalore"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,38.00407840465776,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Affordable and effective! Would recommend. - Kunal, Jaipur"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,96.1473935994633,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Lightweight and great for daily use. - Ananya, Chandigarh"
Kama Ayurveda,Moisturizing Cream,Moisturizer,60.304211562007325,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Absorbs well but didn't see significant results. - Priya, Bangalore"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,13.784526628545285,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Affordable and effective! Would recommend. - Kunal, Jaipur"
Himalaya,Cicaplast Baume B5,Treatment,28.15290055397594,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","A bit expensive, but worth the money. - Sneha, Kolkata"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,20.496258615238187,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Absorbs well but didn't see significant results. - Priya, Bangalore"
Kama Ayurveda,Oil-Free Moisturizer,Moisturizer,49.93441176486099,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Absorbs well but didn't see significant results. - Priya, Bangalore"
Himalaya,Salicylic Acid Cleanser,Cleanser,32.051139717869546,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Caused a breakout, didn't work for me. - Simran, Pune"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,97.10231099071528,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,21.065445424672465,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Mamaearth,Solution,Exfoliant,91.17841203083722,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","A bit expensive, but worth the money. - Sneha, Kolkata"
Himalaya,Superfood Antioxidant Cleanser,Cleanser,59.19434009952612,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,22.867223771366977,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Caused a breakout, didn't work for me. - Simran, Pune"
Kama Ayurveda,Hydrating Cleanser,Cleanser,85.67977491642215,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Absorbs well but didn't see significant results. - Priya, Bangalore"
Mamaearth,Effaclar Duo,Treatment,5.369253263920157,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Affordable and effective! Would recommend. - Kunal, Jaipur"
Lotus Herbals,Hyaluronic Acid 2% + B5,Serum,72.5505175785194,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Absorbs well but didn't see significant results. - Priya, Bangalore"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,51.86525255542305,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Kama Ayurveda,Moisturizing Cream,Moisturizer,37.51975314020084,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Caused a breakout, didn't work for me. - Simran, Pune"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,39.79243709649547,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Forest Essentials,Cicaplast Baume B5,Treatment,96.08973171373796,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,AHA 30% + BHA 2% Peeling Solution,Treatment,54.072747678606646,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
Mamaearth,Oil-Free Moisturizer,Moisturizer,31.871563702285425,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Caused a breakout, didn't work for me. - Simran, Pune"
The Inkey List,Salicylic Acid Cleanser,Cleanser,51.48337368406686,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Biotique,Good Genes Lactic Acid Treatment,Treatment,74.28199324421179,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,96.84019798129415,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Glossier,Solution,Exfoliant,47.63199069970598,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Youth To The People,Superfood Antioxidant Cleanser,Cleanser,32.04168193971257,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,88.2061296739503,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
Biotique,Hydrating Cleanser,Cleanser,9.492138159084764,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Effaclar Duo,Treatment,28.2939140585493,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,58.254386294993104,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,9.279899404223958,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","A bit expensive, but worth the money. - Sneha, Kolkata"
CeraVe,Moisturizing Cream,Moisturizer,73.26371183204097,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,90.5521472142831,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
La Roche-Posay,Cicaplast Baume B5,Treatment,86.01399483022922,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Lightweight and great for daily use. - Ananya, Chandigarh"
Kama Ayurveda,AHA 30% + BHA 2% Peeling Solution,Treatment,30.99897209479512,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Himalaya,Oil-Free Moisturizer,Moisturizer,61.03882328313186,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Inkey List,Salicylic Acid Cleanser,Cleanser,24.48154342851941,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,42.9036945975972,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","A bit expensive, but worth the money. - Sneha, Kolkata"
Drunk Elephant,Protini Polypeptide Cream,Moisturizer,86.30002426666186,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Lightweight and great for daily use. - Ananya, Chandigarh"
Lotus Herbals,Solution,Exfoliant,16.659255527806096,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Biotique,Superfood Antioxidant Cleanser,Cleanser,25.960958601492884,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,70.10132878153907,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Lightweight and great for daily use. - Ananya, Chandigarh"
CeraVe,Hydrating Cleanser,Cleanser,71.90417528623874,"Ceramides, Glycerin, Hyaluronic Acid",All Skin Types,"Gentle Cleansing, Hydration","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
Biotique,Effaclar Duo,Treatment,59.66510558302716,"Niacinamide, Glycerin, Salicylic Acid","Oily, Acne-Prone","Treats Acne, Reduces Oil","Lightweight and great for daily use. - Ananya, Chandigarh"
The Ordinary,Hyaluronic Acid 2% + B5,Serum,31.140725885554907,"Hyaluronic Acid, Vitamin B5, Glycerin",All Skin Types,"Hydration, Plumping","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Neutrogena,Hydro Boost Gel Cream,Moisturizer,65.99242248534321,"Hyaluronic Acid, Glycerin, Dimethicone","Dry, Combination","Deep Hydration, Oil-Free","Caused a breakout, didn't work for me. - Simran, Pune"
CeraVe,Moisturizing Cream,Moisturizer,45.31111381229461,"Ceramides, Hyaluronic Acid, Glycerin","Dry, Very Dry","Deep Moisturizing, Barrier Repair","A bit expensive, but worth the money. - Sneha, Kolkata"
Paula's Choice,BHA Liquid Exfoliant,Exfoliant,10.756703141903772,"Salicylic Acid, Green Tea, Methylpropanediol",All Skin Types,"Exfoliation, Pore Clearing","Caused a breakout, didn't work for me. - Simran, Pune"
La Roche-Posay,Cicaplast Baume B5,Treatment,44.04409124158092,"Panthenol, Shea Butter, Glycerin","Sensitive, Dry","Skin Repair, Soothing","Affordable and effective! Would recommend. - Kunal, Jaipur"
Kama Ayurveda,AHA 30% + BHA 2% Peeling Solution,Treatment,54.761458389470185,"Glycolic Acid, Salicylic Acid, Hyaluronic Acid",All Skin Types,"Deep Exfoliation, Pore Clearing","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Oil-Free Moisturizer,Moisturizer,69.33486600219314,"Glycerin, Dimethicone, Aloe","Oily, Combination","Light Hydration, Oil Control","Best moisturizer I've used, even better than some premium brands! - Vikram, Chennai"
The Inkey List,Salicylic Acid Cleanser,Cleanser,88.39378814382766,"Salicylic Acid, Zinc, Allantoin","Oily, Acne-Prone","Gentle Exfoliation, Acne Control","Works wonders on my skin! Hydrating and refreshing. - Aditi, Mumbai"
Sunday Riley,Good Genes Lactic Acid Treatment,Treatment,63.53840646665006,"Lactic Acid, Licorice Root, Aloe",All Skin Types,"Exfoliation, Brightening","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Mamaearth,Protini Polypeptide Cream,Moisturizer,5.4572724409964914,"Peptides, Marula Oil, Signal Peptides",All Skin Types,"Anti-Aging, Hydration","Scent is too strong for my liking, but otherwise good. - Riya, Hyderabad"
Glossier,Solution,Exfoliant,18.670863810122817,"AHA, BHA, Gluconolactone",All Skin Types,"Chemical Exfoliation, Clarity","Feels sticky after applying, but hydrates well. - Arjun, Goa"
Himalaya,Superfood Antioxidant Cleanser,Cleanser,56.69112524624068,"Green Tea, Kale, Spinach",All Skin Types,"Gentle Cleansing, Antioxidant Protection","Feels sticky after applying, but hydrates well. - Arjun, Goa"
The Ordinary,Niacinamide 10% + Zinc 1%,Serum,41.681777770678536,"Niacinamide, Zinc PCA, Glycerin, Aqua","Oily, Combination","Reduces Sebum, Controls Blemishes","Not suitable for my sensitive skin, caused mild irritation. - Raj, Delhi"
